sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 12,214,و ينە بر نچە يل لاردين سونك شول پادشاەنينک اولاديدين ينە بر پادشاە بولغاندە تقي بر دانشمند مورخ پيدا بولوب من اول بورونغي مورخ دين يخشي آيتورمن ديب بو پادشاە نينک آتينە تقي بر تاريخ آيتيب تورور,wa yänä bir neçe yıllardın soñ bu pādişāhnıñ äwlādıdın yänä bir pādişāh bolǧanda taqı bir dānışmand muwarriḫ paydā bolup Men ol burunǧı muwarriḫdın yaḫşı ayturmen dép bu pādişāhnıñ atına taqı bir tārı̇̄ḫ aytıp turur,and a few years later when one of that kings progeny would become king another wise historian would appear and say I will tell it better than that previous historian and so he would write another history in the name of that king,"Және бірнеше жылдан соң, сол патшаның ұрпағынан тағы бір патша болғанда, тағы бір данышпан тарихшы пайда болып: «Мен ол бұрынғы тарихшыдан жақсы айтамын», - деп, бұл патшаның атына тағы бір тарих айтып тұратын","И спустя несколько лет, когда из потомков того падишаха появлялся новый падишах, являлся еще один мудрый историк и, говоря: «Я расскажу лучше, чем тот прежний историк», слагал еще одну историю на имя этого падишаха","Va yana bir necha yillardan so'ng shul podshohning avlodidan yana bir podshoh bo'lganda, tag'i bir donishmand tarixchi paydo bo'lib: ""Men ul burungi tarixchidan yaxshi ayturman"", deb bu podshohning otiga tag'i bir tarix aytib turur","Ve yine birkaç yıl sonra o padişahın evladından yine bir padişah olduğunda, dahi bir danışman tarihçi peyda olup ""Ben o önceki tarihçiden daha iyi anlatırım"" deyip bu padişahın adına dahi bir tarih anlatıp durur",wa yänä bir neçe yıllardın soñ bu pādişāhnıñ äwlādıdın yänä bir pādişāh bolǧanda taqı bir dānışmand muwarriḫ paydā bolup Men ol burunǧı muwarriḫdın yaḫşı ayturmen dép bu pādişāhnıñ atına taqı bir tārı̇̄ḫ aytıp turur,chg,sentence,34,
Ch 12,215,شونداق قيلا قيلا چنکز خان اولاديدين هر يورتدا اوتکان پادشاەلارنينک آ تلاريغە بعضي لاريغە اون تاريخ و بعضي لاريغە يکرمي تاريخ و بعضي لاريغە اوتوز تاريخ آيتيب تورورلار,şondaq qıla qıla Çiñgis Ḫan äwlādıdın här yurtda ötken pādişāhlarnıñ atlarıǧa baʿżılarıǧa on tārı̇̄ḫ wa baʿżılarıǧa yigirmi tārı̇̄ḫ wa baʿżılarıǧa ottuz tārı̇̄ḫ aytıp tururlar,And so on and so forth until of the kings of each country who were descendants of Chinggis Khan some had ten histories in their names and some twenty and some thirty,"Осылай ете-ете, Шыңғыс хан ұрпағынан әр жұртта өткен патшалардың аттарына, кейбіріне он тарих, кейбіріне жиырма тарих, кейбіріне отыз тарих айтылыпты","Делая так раз за разом, о падишахах из потомков Чингисхана, правивших в каждом юрте, было сложено: о некоторых — десять историй, о некоторых — двадцать, а о некоторых — тридцать",Shundoq qila-qila Chingizxon avlodidan har yurtda o'tgan podshohlarning otlariga ba'zilariga o'n tarix va ba'zilariga yigirma tarix va ba'zilariga o'ttiz tarix aytib tururlar,"Böyle yapa yapa Cengiz Han evladından her yurtta geçmiş padişahların adlarına; bazılarına on tarih, bazılarına yirmi tarih ve bazılarına otuz tarih yazmışlardır",şondaq qıla qıla Çiñgis Ḫan äwlādıdın här yurtda ötken pādişāhlarnıñ atlarıǧa baʿżılarıǧa on tārı̇̄ḫ wa baʿżılarıǧa yigirmi tārı̇̄ḫ wa baʿżılarıǧa ottuz tārı̇̄ḫ aytıp tururlar,chg,sentence,24,
Ch 12,216,ايران برلان توراندە اوتکان چنکز خان اوغلان لاري نينک آتلارينە آيتيلغان تاريخ لاريدين اوشبو زمان فقيرنينک آلديندا اون سکيز مجلد حاضر تورور,İrān birlän Tūrānda ötken Çiñgiz Ḫan uǧlanlarınıñ atlarına aytılǧan tārı̇̄ḫlarıdın uşbu zamān faqı̇̄rniñ aldında on segiz mucallad ḥāżır turur,At this moment there are in front of me eighteen volumes of histories told about the sons of Chinggis Khan in Iran and Turan,Иран мен Тұранда өткен Шыңғыс хан ұлдарының аттарына айтылған тарихтардан қазір пақырдың алдында он сегіз том дайын тұр,"В настоящее время перед (мной), нищим, лежат восемнадцать томов историй, сложенных о сыновьях Чингисхана, живших в Иране и Туране",Eron bilan Turonda o'tgan Chingizxon o'g'lonlarining otlariga aytilgan tarixlaridan ushbu zamon faqirning oldida o'n sakkiz jild hozir turur,"İran ile Turan'da geçmiş Cengiz Han oğullarının adlarına yazılan tarihlerden, şu an bu fakirin önünde on sekiz cilt hazır durmaktadır",İrān birlän Tūrānda ötken Çiñgiz Ḫan uǧlanlarınıñ atlarına aytılǧan tārı̇̄ḫlarıdın uşbu zamān faqı̇̄rniñ aldında on segiz mucallad ḥāżır turur,chg,sentence,19,
Ch 12,217,اما بيزنينک اتا و اقالاري ميزبی پرواي ليغي و خوارزم خلقي نينک پوقوف ليقي بو ايکي سببدين بيزنينک جماعت ميزنى عبد الله خان نينک آتالاري برلان بيزلارنينک آتلارميزنينک آيرلغان يرندين تا بزکا کيلکونجە تاريخ لاري  بتماى ايرديلار,Amma bizniñ ata wa aqalarımıznıñ bı̇̄-parwālıqı wa Ḫᵛārazm ḫalqınıñ bı̇̄-wuqūflıqı bu éki sebebdin bizniñ camāʿatımıznı ʿAbdullah Ḫannıñ ataları birlän bizniñ atalarımıznıñ ayrılǧan yeridin tā bizge kelgünçe tārı̇̄ḫları bitmey érdiler,However on account of two reasons the inattentiveness of our fathers and elder brothers and the unawareness of the people of Khwarezm no histories were written from the time when the forefathers of Abdallah Khan were separated from our own up until our own time,"Бірақ біздің аталарымыз бен ағаларымыздың бейғамдығынан және Хорезм халқының хабарсыздығынан, бұл екі себепті біздің жамағатымызды Абдулла ханның аталарымен біздің аталарымыздың айырылған жерінен та бізге келгенге дейін тарихтары жазылмаған еді","Однако из-за беспечности наших отцов и старших братьев, а также из-за неосведомленности народа Хорезма — по этим двум причинам — история нашей общины с момента разделения предков Абдулла-хана и наших предков и вплоть до нас не была записана",Ammo bizning ota va akalarimizning beparvoligi va Xorazm xalqining bevuqufligi — bu ikki sababdan bizning jamoatimizni Abdullaxonning otalari bilan bizning otalarimizning ayrilgan yeridan to bizga kelguncha tarixlari bitilmay érdi,"Ama bizim ata ve ağabeylerimizin umursamazlığı ve Harezm halkının bilgisizliği yüzünden; bu iki sebepten dolayı, cemaatimizin, Abdullah Han'ın atalarıyla bizim atalarımızın ayrıldığı yerden bize gelinceye kadar tarihleri yazılmamıştı",Amma bizniñ ata wa aqalarımıznıñ bı̇̄-parwālıqı wa Ḫᵛārazm ḫalqınıñ bı̇̄-wuqūflıqı bu éki sebebdin bizniñ camāʿatımıznı ʿAbdullah Ḫannıñ ataları birlän bizniñ atalarımıznıñ ayrılǧan yeridin tā bizge kelgünçe tārı̇̄ḫları bitmey érdiler,chg,sentence,29,
Ch 12,218,بو تاريخ نى بر کيشي کا تکليف قيلالى تيب هر چند فکر قيلدوق هيچ مناسب کيشي تابمادوق,Bu tārı̇̄ḫni bir kişige täklı̇̄f qılalı dép här çend fikr qılduq hı̇̄ç münāsib kişi tapmaduq,I thought to myself I shall invite someone to write this history but every time I thought about it I could find no one appropriate,"Бұл тарихты бір кісіге тапсырайық деп қанша пікір қылсақ та, еш лайықты кісі таппадық","Сколько мы ни думали поручить эту историю кому-то, не нашли ни одного подходящего человека","Bu tarixni bir kishiga taklif qilaylik deb har chand fikr qildik, hech munosib kishi topmadik",Bu tarihi bir kişiye teklif edelim diye ne kadar düşündüysek de hiç uygun bir kişi bulamadık,Bu tārı̇̄ḫni bir kişige täklı̇̄f qılalı dép här çend fikr qılduq hı̇̄ç münāsib kişi tapmaduq,chg,sentence,15,
Ch 12,219,ضرور بولدى اول سببدين اوزيميز آيتدوق,Żarūr boldı Ol sebebdin özimiz aytduq,The matter became urgent This is why I wrote it myself,"Зәру болды, сол себептен өзіміз айттық (жаздық)","Стало необходимо, поэтому мы рассказали сами","Zarur bo'ldi, ul sababdan o'zimiz aytdik","Zaruri oldu, o sebepten kendimiz anlattık",Żarūr boldı Ol sebebdin özimiz aytduq,chg,sentence,6,
Ch 12,220,ترک نينک مثلي تورور اوکسوز اوز کنديکين کسار تيکان,Türkniñ mis̱li turur Öksüz öz kindikin keser tégen,It is like this proverb of the Turks The orphan cuts his own umbilical cord,Түріктің мысалы бар: «Өксіз өз кіндігін өзі кесер» деген,Есть тюркская пословица: «Сирота сам себе пуповину режет»,"Turkning misoli turur: ""O'ksiz o'z kindigini kesar"" degan","Türk'ün bir misali vardır: ""Öksüz kendi göbeğini (kendi) keser"" diyen",Türkniñ mis̱li turur Öksüz öz kindikin keser tégen,chg,sentence,8,
Ch 12,221,آدم زمانيدين تا بو دمکەچە اولچاقلي تاريخ لار ايت لغان تورور کيم حسابينى تنکرى بيلور,Ādam zamānıdın tā bu demgeçe olçaqlı tārı̇̄ḫlar aytılǧan turur kim ḥesābını Täñri bilür,From the time of Adam to now so many similar histories have been told only God knows how many,"Адам заманынан та осы демге дейін соншалықты тарихтар айтылған, есебін Тәңір біледі","Со времен Адама и до сего момента было рассказано столько подобных историй, что счет им знает только Бог","Odam zamonidan to bu damgacha olchoqli tarixlar aytilgan tururkim, hisobini Tangri bilur","Adem zamanından ta bu ana kadar o kadar çok tarih anlatılmıştır ki, hesabını Tanrı bilir",Ādam zamānıdın tā bu demgeçe olçaqlı tārı̇̄ḫlar aytılǧan turur kim ḥesābını Täñri bilür,chg,sentence,13,
Ch 12,222,هيچ پادشاە و مير و هيچ حکيم دانشمند اوز تاريخينى اوزي آيتغان ايرماس تورور,Hı̇̄ç pādişāh wa mı̇̄r wa hı̇̄ç ḥakı̇̄m-i dānışmand öz tārı̇̄ḫini özi aytǧan érmes turur,No king or commander no wise man has written his own history,"Ешбір патша, әмір және ешбір данышпан хакім өз тарихын өзі айтқан емес","Ни один падишах, ни эмир, ни один мудрый правитель не рассказывал свою историю сам",Hech podshoh va mir va hech hakimi donishmand o'z tarixini o'zi aytgan emas turur,Hiçbir padişah ve emir ve hiçbir bilge danışman kendi tarihini kendisi anlatmış değildir,Hı̇̄ç pādişāh wa mı̇̄r wa hı̇̄ç ḥakı̇̄m-i dānışmand öz tārı̇̄ḫini özi aytǧan érmes turur,chg,sentence,14,
Ch 12,223,بيزنينک يورتيميزنينک هواسندين و اهل خوارزم نينک بي بضاعت ليکيدين هيچ زماندا بولمغان ايش بولدى,Bizniñ yurtımıznıñ hawāsındın wa ahl-i Ḫᵛārazmnıñ bı̇̄-bażāʿatligidin hı̇̄ç zamānda bolmaǧan iş boldı,Because of the weather of our land and the worthlessness of the people of Khwarezm this has never happened,Біздің жұртымыздың ауа райынан және Хорезм елінің білімсіздігінен еш заманда болмаған іс болды,"Из-за климата нашей страны и скудоумия народа Хорезма случилось дело, какого не бывало ни в какие времена",Bizning yurtimizning havosidan va ahli Xorazmning bebizoatligidan hech zamonda bo'lmagan ish bo'ldi,"Bizim yurdumuzun havasından ve Harezm ehlinin yetersizliğinden, hiçbir zamanda olmamış bir iş oldu",Bizniñ yurtımıznıñ hawāsındın wa ahl-i Ḫᵛārazmnıñ bı̇̄-bażāʿatligidin hı̇̄ç zamānda bolmaǧan iş boldı,chg,sentence,12,
Ch 12,224,ايمدى کونکلينکيزکا کيلماسونکم فقير طرف توتوب يالغان آيتلغان بولغاى من و يا اوزومنى غلط تعريف ايتکان بولغاىمن,émdi köñliñizge kélmesün kim faqı̇̄r ṭaraf tutup yalǧan aytılǧan bolǧaymen wayā özümni ǧalaṭ taʿrı̇̄f étken bolǧaymen,Think not that your humble author has taken sides and tells lies nor that I am praising myself,"Енді көңілдеріңізге келмесін, пақыр жағын тартып жалған айтқан болармын немесе өзімді қате мақтаған болармын деп","Теперь пусть не придет вам на ум, что я, нищий, принял чью-то сторону и сказал ложь или же незаслуженно восхвалил себя","Endi ko'nglingizga kelmasinkim, faqir taraf tutib yolg'on aytilgan bo'lg'ayman va yo o'zimni g'alat ta'rif etgan bo'lg'ayman",Şimdi gönlünüze gelmesin ki; bu fakir taraf tutup yalan söylemiş olayım veya kendimi yanlış tarif etmiş olayım,émdi köñliñizge kélmesün kim faqı̇̄r ṭaraf tutup yalǧan aytılǧan bolǧaymen wayā özümni ǧalaṭ taʿrı̇̄f étken bolǧaymen,chg,sentence,16,
